nme_product,nme_target_scientific,nme_target,nme_crop,num_applic_dosage_min,num_applic_dosage_max,dsc_unit_mesure,dsc_applic_period,num_grace_period,,,,,,,,,,,,,,,
Liberty®,Digitaria sanguinalis,Pasto cuaresma,Maíz,1.5,2,L/ha*+ Sulfato de amonio 1%v/v,Maiz LL, resistente al glufosinato de amonio estado de 3 a 4 hojas * Utilizar las dosis menores de Liberty® para malezas de menor tamaño en los estados iniciales de crecimiento activo de las malezas.,,,,,,,,,,,,,,,
Liberty®,Datura ferox,Chamico,Maíz,1.5,2,L/ha*+ Sulfato de amonio 1%v/v,Maiz LL, resistente al glufosinato de amonio estado de 3 a 4 hojas * Utilizar las dosis menores de Liberty® para malezas de menor tamaño en los estados iniciales de crecimiento activo de las malezas.,,,,,,,,,,,,,,,
Liberty®,Datura ferox,Chamico,Alambrados y áreas no cultivadas ,2.5,5,L/ha*+ Sulfato de amonio 1%v/v,* Utilizar las dosis menores de Liberty® para malezas de menor tamaño en los estados iniciales de crecimiento activo de las malezas. ** Agregar al caldo a pulverizar coadyuvante en concentraciones recomendadas.  En las malezas aplicar las dosis más bajas en los primeros estadios vegetativos (2-4 hojas) en latifoliadas y al comienzo del macollaje en gramíneas y las dosis más altas para aquellas de mayor tamaño.,,,,,,,,,,,,,,,,
Liberty®,Sonchus oleraceus,Cerraja,Alambrados y áreas no cultivadas ,2.5,5,L/ha*+ Sulfato de amonio 1%v/v,* Utilizar las dosis menores de Liberty® para malezas de menor tamaño en los estados iniciales de crecimiento activo de las malezas. ** Agregar al caldo a pulverizar coadyuvante en concentraciones recomendadas.  En las malezas aplicar las dosis más bajas en los primeros estadios vegetativos (2-4 hojas) en latifoliadas y al comienzo del macollaje en gramíneas y las dosis más altas para aquellas de mayor tamaño.,,,,,,,,,,,,,,,,
Liberty®,Sonchus oleraceus,Cerraja,Alambrados y áreas no cultivadas ,2.5,5,L/ha*+ Sulfato de amonio 1%v/v,* Utilizar las dosis menores de Liberty® para malezas de menor tamaño en los estados iniciales de crecimiento activo de las malezas. ** Agregar al caldo a pulverizar coadyuvante en concentraciones recomendadas.  En las malezas aplicar las dosis más bajas en los primeros estadios vegetativos (2-4 hojas) en latifoliadas y al comienzo del macollaje en gramíneas y las dosis más altas para aquellas de mayor tamaño.,,,,,,,,,,,,,,,,
Liberty®,Tagetes minuta,Chinchilla,Maíz,1.5,2,L/ha*+ Sulfato de amonio 1%v/v,Maiz LL, resistente al glufosinato de amonio estado de 3 a 4 hojas * Utilizar las dosis menores de Liberty® para malezas de menor tamaño en los estados iniciales de crecimiento activo de las malezas.,,,,,,,,,,,,,,,
Liberty®,Cyperus rotundus,Cebollin,Alambrados y áreas no cultivadas ,5,8,L/ha*+ Sulfato de amonio 1%v/v,* Utilizar las dosis menores de Liberty® para malezas de menor tamaño en los estados iniciales de crecimiento activo de las malezas. ** Agregar al caldo a pulverizar coadyuvante en concentraciones recomendadas.  En las malezas aplicar las dosis más bajas en los primeros estadios vegetativos (2-4 hojas) en latifoliadas y al comienzo del macollaje en gramíneas y las dosis más altas para aquellas de mayor tamaño.,,,,,,,,,,,,,,,,
Liberty®,Xanthium cavanillesii,Abrojo,Maíz,1.5,2,L/ha*+ Sulfato de amonio 1%v/v,Maiz LL, resistente al glufosinato de amonio estado de 3 a 4 hojas * Utilizar las dosis menores de Liberty® para malezas de menor tamaño en los estados iniciales de crecimiento activo de las malezas.,,,,,,,,,,,,,,,
Liberty®,Polygonum convolvulus,Enredadera anual,Alambrados y áreas no cultivadas ,2.5,5,L/ha*+ Sulfato de amonio 1%v/v,* Utilizar las dosis menores de Liberty® para malezas de menor tamaño en los estados iniciales de crecimiento activo de las malezas. ** Agregar al caldo a pulverizar coadyuvante en concentraciones recomendadas.  En las malezas aplicar las dosis más bajas en los primeros estadios vegetativos (2-4 hojas) en latifoliadas y al comienzo del macollaje en gramíneas y las dosis más altas para aquellas de mayor tamaño.,,,,,,,,,,,,,,,,
Liberty®,Ipomoea spp,Bejucos,Maíz,1.5,2,L/ha*+ Sulfato de amonio 1%v/v,Maiz LL, resistente al glufosinato de amonio estado de 3 a 4 hojas * Utilizar las dosis menores de Liberty® para malezas de menor tamaño en los estados iniciales de crecimiento activo de las malezas.,,,,,,,,,,,,,,,
Liberty®,Stellaria media,Capiquí ,Alambrados y áreas no cultivadas ,2.5,5,L/ha*+ Sulfato de amonio 1%v/v,* Utilizar las dosis menores de Liberty® para malezas de menor tamaño en los estados iniciales de crecimiento activo de las malezas. ** Agregar al caldo a pulverizar coadyuvante en concentraciones recomendadas.  En las malezas aplicar las dosis más bajas en los primeros estadios vegetativos (2-4 hojas) en latifoliadas y al comienzo del macollaje en gramíneas y las dosis más altas para aquellas de mayor tamaño.,,,,,,,,,,,,,,,,
Liberty®,Capsella bursa pastoris,Bolsa de pastor ,Alambrados y áreas no cultivadas ,2.5,5,L/ha*+ Sulfato de amonio 1%v/v,* Utilizar las dosis menores de Liberty® para malezas de menor tamaño en los estados iniciales de crecimiento activo de las malezas. ** Agregar al caldo a pulverizar coadyuvante en concentraciones recomendadas.  En las malezas aplicar las dosis más bajas en los primeros estadios vegetativos (2-4 hojas) en latifoliadas y al comienzo del macollaje en gramíneas y las dosis más altas para aquellas de mayor tamaño.,,,,,,,,,,,,,,,,
Liberty®,Matricaria chamomilla,Manzanilla ,Alambrados y áreas no cultivadas ,2.5,5,L/ha*+ Sulfato de amonio 1%v/v,* Utilizar las dosis menores de Liberty® para malezas de menor tamaño en los estados iniciales de crecimiento activo de las malezas. ** Agregar al caldo a pulverizar coadyuvante en concentraciones recomendadas.  En las malezas aplicar las dosis más bajas en los primeros estadios vegetativos (2-4 hojas) en latifoliadas y al comienzo del macollaje en gramíneas y las dosis más altas para aquellas de mayor tamaño.,,,,,,,,,,,,,,,,
Liberty®,Matricaria chamomilla,Manzanilla ,Alambrados y áreas no cultivadas ,2.5,5,L/ha*+ Sulfato de amonio 1%v/v,* Utilizar las dosis menores de Liberty® para malezas de menor tamaño en los estados iniciales de crecimiento activo de las malezas. ** Agregar al caldo a pulverizar coadyuvante en concentraciones recomendadas.  En las malezas aplicar las dosis más bajas en los primeros estadios vegetativos (2-4 hojas) en latifoliadas y al comienzo del macollaje en gramíneas y las dosis más altas para aquellas de mayor tamaño.,,,,,,,,,,,,,,,,
Liberty®,Zea mays,Maíz guacho ,Alambrados y áreas no cultivadas ,2.5,5,L/ha*+ Sulfato de amonio 1%v/v,* Utilizar las dosis menores de Liberty® para malezas de menor tamaño en los estados iniciales de crecimiento activo de las malezas. ** Agregar al caldo a pulverizar coadyuvante en concentraciones recomendadas.  En las malezas aplicar las dosis más bajas en los primeros estadios vegetativos (2-4 hojas) en latifoliadas y al comienzo del macollaje en gramíneas y las dosis más altas para aquellas de mayor tamaño.,,,,,,,,,,,,,,,,
Liberty®,Sorghum halepense,Sorgo de Alepo de rizoma ,Maíz,2.5,3.5,L/ha*+ Sulfato de amonio 1%v/v,Maiz LL, resistente al glufosinato de amonio estado de 3 a 4 hojas * Utilizar las dosis menores de Liberty® para malezas de menor tamaño en los estados iniciales de crecimiento activo de las malezas.   En el Sorgo de Alepo de rizoma, aplicar cuando la maleza está en estadios vegetativos de 2-6 hojas. No aplicar cuando el cultivo y las malezas presentan síntomas de stress hídrico.,,,,,,,,,,,,,,
Liberty®,Sorghum halepense,Sorgo de Alepo de rizoma ,Maíz,0,0,L/ha*+ Sulfato de amonio 1%v/v,Maiz LL, resistente al glufosinato de amonio estado de 3 a 4 hojas * Utilizar las dosis menores de Liberty® para malezas de menor tamaño en los estados iniciales de crecimiento activo de las malezas.,,,,,,,,,,,,,,,
Liberty®,Cynodon dactylon,Gramón ,Alambrados y áreas no cultivadas ,5,8,L/ha*+ Sulfato de amonio 1%v/v,* Utilizar las dosis menores de Liberty® para malezas de menor tamaño en los estados iniciales de crecimiento activo de las malezas. ** Agregar al caldo a pulverizar coadyuvante en concentraciones recomendadas.  En las malezas aplicar las dosis más bajas en los primeros estadios vegetativos (2-4 hojas) en latifoliadas y al comienzo del macollaje en gramíneas y las dosis más altas para aquellas de mayor tamaño.,,,,,,,,,,,,,,,,
Liberty®,Amaranthus quitensis,Yuyo colorado,Maíz,1.5,2,L/ha*+ Sulfato de amonio 1%v/v,Maiz LL, resistente al glufosinato de amonio estado de 3 a 4 hojas * Utilizar las dosis menores de Liberty® para malezas de menor tamaño en los estados iniciales de crecimiento activo de las malezas.,,,,,,,,,,,,,,,
Nealta®,Panonychus ulmi,Arañuela roja europea,Manzana,50,0,cc/hl,Cuando se observan de 3 a 5 ácaros/hoja. Se recomiendan hasta dos aplicaciones por ciclo del cultivo.*Para más información acerca de las recomendaciones y dosis de los cultivos Pera asiática, Membrillo y Níspero, consultar marbete.,,,,,,,,,,,,,,
Nomolt®,Spodoptera frugiperda,Oruga militar tardía ,Maíz,100,0,cm³/ha,Aplicar cuando se observe un 15 % de plantas atacadas (“raspado” de vainas foliares) con larvas en los primeros estadíos (L1 y L2). Puede ser necesaria más de una aplicación en caso de reinfestación. Muestreo del cultivo: realizar el monitoreo del lote a partir de 2 hojas en adelante. Observar de 5 a 10 puntos del lote. Evaluar 100 plantas por punto. Se aconseja el agregado en mezcla de tanque de Fastac® (alfacipermetrina 10 %) a razón de 100 cm3/ha para mejorar el poder de volteo del producto Nomolt®.,,,,,,,,,,,,,,,,
Nomolt®,Anticarsia gemmatalis,Oruga de las leguminosas,Soja,100,0,cm³/ha,Aplicar ante las primeras observaciones de larvas en los primeros estadíos (L1 y L2), con un porcentaje promedio de área dañada del 15%. En el manejo raciona de plagas es importante hacer monitoreos frecuentes de las mismas para determinar el umbral de daño económico.,,,,,,,,,,,,,,,
Nomolt®,Alabama argillacea,Oruga de la hoja,Algodón,70,0,cm³/ha,Dosificar según desarrollo del cultivo e infestación. Iniciar aplicación al observar las primeras larvas.,,,,,,,,,,,,,,,,
Nomolt®, Scrobipalpula absoluta,Polilla del tomate,Tomate,,50,0,cm³/hl,La aplicación debe realizarse en forma temprana. Repetir en caso de reinfección.,,,,,,,,,,,,,,,
Nomolt®,Cydia pomonella,Gusano de la pera y la manzana ,Manzana,50,0,cm³/hl,Seguir indicaciones del servicio de alarma. Si no existieran, aplicar cuando hayan caído las ¾ partes de los pétalos y repetir cada 20 días.,,,,,,,,,,,,,,,
OnDuty®,Digitaria sanguinalis,Pasto cuaresma,Maíz,114,0,g/ha,Una bolsa hidrosoluble/ha. Aplicar hasta 3ª hoja.,,,,,,,,,,,,,,,,
OnDuty®,Echinochloa crus-galli,Capín arroz,Maíz,114,0,g/ha,Una bolsa hidrosoluble/ha. Aplicar hasta 3ª hoja.,,,,,,,,,,,,,,,,
OnDuty®,Datura ferox,Chamico,Maíz,114,0,g/ha,Una bolsa hidrosoluble/ha. Aplicar desde preemergencia hasta 4ª hoja verdadera.,,,,,,,,,,,,,,,,
OnDuty®,Brassica campestris,Nabo,Maíz,114,0,g/ha,Una bolsa hidrosoluble/ha. Aplicar desde preemergencia hasta 4ª hoja verdadera.,,,,,,,,,,,,,,,,
OnDuty®,Tagetes minuta,Chinchilla,Maíz,114,0,g/ha,Una bolsa hidrosoluble/ha. Aplicar desde preemergencia hasta 4ª hoja verdadera.,,,,,,,,,,,,,,,,
OnDuty®,Cyperus rotundus,Cebollin,Maíz,114,0,g/ha,Una bolsa hidrosoluble/ha. Aplicar desde preemergencia hasta 7ª hoja.,,,,,,,,,,,,,,,,
OnDuty®,Xanthium cavanillesii,Abrojo,Maíz,114,0,g/ha,Una bolsa hidrosoluble/ha. Aplicar desde preemergencia hasta 4ª hoja verdadera.,,,,,,,,,,,,,,,,
OnDuty®,Sorghum halepense,Sorgo de Alepo de rizoma ,Maíz,114,0,g/ha,Una bolsa hidrosoluble /ha. Aplicar desde preemergencia hasta los 35 cm de altura.,,,,,,,,,,,,,,,,
OnDuty® Plus,Conyza bonariensis,Rama negra,Maíz,114,0,g/ha*,*Parte 1: OnDuty® 114 g/ha producto formulado. Adicionar parte 2: Heat® 35 g/ha producto formulado + Glifosato a la dosis de 1.080 g ia como eq. acido/ha + Aceite Metilado de soja a la dosis de 1 l/ha.  Tratamiento pre siembra de cultivo de maíz Clearfield®. En suelos con baja fertilidad, bajo % de Materia Orgánica y/o alto contenido de arena, aplicar 10 días previos a la siembra.,,,,,,,,,,,,,,
OnDuty® Plus,Salsola kali,Cardo ruso,Maíz,114,0,g/ha*,*Parte 1: OnDuty® 114 g/ha producto formulado. Adicionar parte 2: Heat® 35 g/ha producto formulado + Glifosato a la dosis de 1.080 g ia como eq. acido/ha + Aceite Metilado de soja a la dosis de 1 l/ha.  Tratamiento pre siembra de cultivo de maíz Clearfield®. En suelos con baja fertilidad, bajo % de Materia Orgánica y/o alto contenido de arena, aplicar 10 días previos a la siembra.,,,,,,,,,,,,,,
OnDuty® Plus,Digitaria sanguinalis,Pasto cuaresma,Maíz,114,0,g/ha*,*Parte 1: OnDuty® 114 g/ha producto formulado. Adicionar parte 2: Heat® 35 g/ha producto formulado + Glifosato a la dosis de 1.080 g ia como eq. acido/ha + Aceite Metilado de soja a la dosis de 1 l/ha.  Tratamiento pre siembra de cultivo de maíz Clearfield®. En suelos con baja fertilidad, bajo % de Materia Orgánica y/o alto contenido de arena, aplicar 10 días previos a la siembra.,,,,,,,,,,,,,,
OnDuty® Plus,Echinochloa crus-galli,Capín arroz,Maíz,114,0,g/ha*,*Parte 1: OnDuty® 114 g/ha producto formulado. Adicionar parte 2: Heat® 35 g/ha producto formulado + Glifosato a la dosis de 1.080 g ia como eq. acido/ha + Aceite Metilado de soja a la dosis de 1 l/ha.  Tratamiento pre siembra de cultivo de maíz Clearfield®. En suelos con baja fertilidad, bajo % de Materia Orgánica y/o alto contenido de arena, aplicar 10 días previos a la siembra.,,,,,,,,,,,,,,
OnDuty® Plus,Datura ferox,Chamico,Maíz,114,0,g/ha*,*Parte 1: OnDuty® 114 g/ha producto formulado. Adicionar parte 2: Heat® 35 g/ha producto formulado + Glifosato a la dosis de 1.080 g ia como eq. acido/ha + Aceite Metilado de soja a la dosis de 1 l/ha.  Tratamiento pre siembra de cultivo de maíz Clearfield®. En suelos con baja fertilidad, bajo % de Materia Orgánica y/o alto contenido de arena, aplicar 10 días previos a la siembra.,,,,,,,,,,,,,,
OnDuty® Plus,Brassica campestris,Nabo,Maíz,114,0,g/ha*,*Parte 1: OnDuty® 114 g/ha producto formulado. Adicionar parte 2: Heat® 35 g/ha producto formulado + Glifosato a la dosis de 1.080 g ia como eq. acido/ha + Aceite Metilado de soja a la dosis de 1 l/ha.  Tratamiento pre siembra de cultivo de maíz Clearfield®. En suelos con baja fertilidad, bajo % de Materia Orgánica y/o alto contenido de arena, aplicar 10 días previos a la siembra.,,,,,,,,,,,,,,
OnDuty® Plus,Sida rhombifolia,Afata,Maíz,114,0,g/ha*,*Parte 1: OnDuty® 114 g/ha producto formulado. Adicionar parte 2: Heat® 35 g/ha producto formulado + Glifosato a la dosis de 1.080 g ia como eq. acido/ha + Aceite Metilado de soja a la dosis de 1 l/ha.  Tratamiento pre siembra de cultivo de maíz Clearfield®. En suelos con baja fertilidad, bajo % de Materia Orgánica y/o alto contenido de arena, aplicar 10 días previos a la siembra.,,,,,,,,,,,,,,
OnDuty® Plus,Sonchus oleraceus,Cerraja,Maíz,114,0,g/ha*,*Parte 1: OnDuty® 114 g/ha producto formulado. Adicionar parte 2: Heat® 35 g/ha producto formulado + Glifosato a la dosis de 1.080 g ia como eq. acido/ha + Aceite Metilado de soja a la dosis de 1 l/ha.  Tratamiento pre siembra de cultivo de maíz Clearfield®. En suelos con baja fertilidad, bajo % de Materia Orgánica y/o alto contenido de arena, aplicar 10 días previos a la siembra.,,,,,,,,,,,,,,
OnDuty® Plus,Tagetes minuta,Chinchilla,Maíz,114,0,g/ha*,*Parte 1: OnDuty® 114 g/ha producto formulado. Adicionar parte 2: Heat® 35 g/ha producto formulado + Glifosato a la dosis de 1.080 g ia como eq. acido/ha + Aceite Metilado de soja a la dosis de 1 l/ha.  Tratamiento pre siembra de cultivo de maíz Clearfield®. En suelos con baja fertilidad, bajo % de Materia Orgánica y/o alto contenido de arena, aplicar 10 días previos a la siembra.,,,,,,,,,,,,,,
OnDuty® Plus,Cyperus rotundus,Cebollin,Maíz,114,0,g/ha*,*Parte 1: OnDuty® 114 g/ha producto formulado. Adicionar parte 2: Heat® 35 g/ha producto formulado + Glifosato a la dosis de 1.080 g ia como eq. acido/ha + Aceite Metilado de soja a la dosis de 1 l/ha.  Tratamiento pre siembra de cultivo de maíz Clearfield®. En suelos con baja fertilidad, bajo % de Materia Orgánica y/o alto contenido de arena, aplicar 10 días previos a la siembra.,,,,,,,,,,,,,,
OnDuty® Plus,Xanthium cavanillesii,Abrojo,Maíz,114,0,g/ha*,*Parte 1: OnDuty® 114 g/ha producto formulado. Adicionar parte 2: Heat® 35 g/ha producto formulado + Glifosato a la dosis de 1.080 g ia como eq. acido/ha + Aceite Metilado de soja a la dosis de 1 l/ha.  Tratamiento pre siembra de cultivo de maíz Clearfield®. En suelos con baja fertilidad, bajo % de Materia Orgánica y/o alto contenido de arena, aplicar 10 días previos a la siembra.,,,,,,,,,,,,,,
OnDuty® Plus,Wedelia glauca,Sunchillo,Maíz,114,0,g/ha*,*Parte 1: OnDuty® 114 g/ha producto formulado. Adicionar parte 2: Heat® 35 g/ha producto formulado + Glifosato a la dosis de 1.080 g ia como eq. acido/ha + Aceite Metilado de soja a la dosis de 1 l/ha.  Tratamiento pre siembra de cultivo de maíz Clearfield®. En suelos con baja fertilidad, bajo % de Materia Orgánica y/o alto contenido de arena, aplicar 10 días previos a la siembra.,,,,,,,,,,,,,,
Opera® ,Septoria glycines,Mancha marrón,Soja,0.5,0,L/ha,Aplicar desde R3 (inicio de formación de vainas) hasta R5.4 (50 % llenado de granos). Aplicando en R3 se logra un mayor control de las enfermedades de fin de ciclo y un mayor aumento en los rendimientos.,,,,,,,,,,,,,,,,
Opera® ,Phakopsora pachyrhizi,Roya asíatica ,Soja,0.5,0,L/ha,Aplicar desde R3 (inicio de formación de vainas) hasta R5.4 (50 % llenado de granos). Aplicando en R3 se logra un mayor control de las enfermedades de fin de ciclo y un mayor aumento en los rendimientos.,,,,,,,,,,,,,,,,
Opera® ,Cercospora sojina,Mancha ojo de rana,Soja,0.5,0,L/ha,Aplicar desde R3 (inicio de formación de vainas) hasta R5.4 (50 % llenado de granos). Aplicando en R3 se logra un mayor control de las enfermedades de fin de ciclo y un mayor aumento en los rendimientos.,,,,,,,,,,,,,,,,
Opera® ,Corynespora cassiicola,Mancha anillada,Soja,0.5,0,L/ha,Aplicar desde R3 (inicio de formación de vainas) hasta R5.4 (50 % llenado de granos). Aplicando en R3 se logra un mayor control de las enfermedades de fin de ciclo y un mayor aumento en los rendimientos.,,,,,,,,,,,,,,,,
Opera® ,Puccinia recondita,Roya de la hoja,Trigo,1,0,L/ha,Aplicar ante la aparición de los primeros síntomas o preventivamente en Zadocks 39.,,,,,,,,,,,,,,,,
Opera® ,Puccinia sorghi,Roya del maíz,Maíz,0.75,0,L/ha,Aplicar ante la aparición de los primeros síntomas (monitorear desde 6-7 hojas hasta inicio de floración).,,,,,,,,,,,,,,,,
Opera® ,Cercospora arachidicola,Viruela temprana,Maní,0.75,0,L/ha,Iniciar los tratamientos ante la aparición de las primeras manchas. Realizar la 2ª aplicación con un intervalo de 28 días.,,,,,,,,,,,,,,,,
Opera® ,Cercosporidium personatum,Viruela tardía,Maní,0.75,0,L/ha,Iniciar los tratamientos ante la aparición de las primeras manchas. Realizar la 2ª aplicación con un intervalo de 28 días.,,,,,,,,,,,,,,,,
Opera® ,Albugo tragopogonis,Roya blanca,Girasol,0.75,0,L/ha,Aplicar ante la aparición de los primeros síntomas, desde el estado R1 (estrella) hasta la floración.,,,,,,,,,,,,,,,
Opera® ,Puccinia allii,Roya del ajo ,Ajo,1,0,L/ha,Aplicar ante la aparición de los primeros síntomas o en forma preventiva, desde el estado fenológico: 10-11 hojas. Tener en cuenta la sensibilidad varietal, que es mayor en ajos morados o chinos. Son condiciones predisponentes a la enfermedad las primaveras frescas, lluviosas o con alta humedad relativa, y la formación de rocío.,,,,,,,,,,,,
Opera® ,Ascochyta rabiei,Rabia,Garbanzo,0.75,0,L/ha,Aplicar a la aparición de los primeros síntomas o en forma preventiva desde inicio de floración.Emplear la dosis más alta en caso de alta presión de enfermedad y aplicaciones tardías.En caso de reinfección aplicar nuevamente a los 14 días.,,,,,,,,,,,,,,,,
Optill®,Conyza bonariensis,Rama negra,Soja,140,0,g/ha*,*Necesidad de adyuvante (aceite vegetal metilado - MSO) 1 l/ha. Aplicar ante la aparición de los primeros síntomas (monitorear desde 6-7 hojas hasta inicio de floración).,,,,,,,,,,,,,,,,
Optill®,Digitaria sanguinalis,Pasto cuaresma,Soja,140,0,g/ha*,*Necesidad de adyuvante (aceite vegetal metilado - MSO) 1 l/ha. Aplicar ante la aparición de los primeros síntomas (monitorear desde 6-7 hojas hasta inicio de floración).,,,,,,,,,,,,,,,,
Optill®,Echinochloa crus-galli,Capín arroz,Soja,140,0,g/ha*,*Necesidad de adyuvante (aceite vegetal metilado - MSO) 1 l/ha. Aplicar ante la aparición de los primeros síntomas (monitorear desde 6-7 hojas hasta inicio de floración).,,,,,,,,,,,,,,,,
Orquesta® Ultra,Septoria glycines,Mancha marrón,Soja,0.8,0,L/ha*,Para Roya asiática y Mancha ojo de rana realizar la aplicación al inicio de floración (R1) de observarse los primeros síntomas de la enfermedad. Caso contrario para estas o el resto de las enfermedades aplicar preventivamente desde R3 (inicio de formación de vainas) hasta R5.4 (50% llenado de granos). Los mayores controles de las enfermedades y los mayores aumentos en los rendimientos se logran aplicando en estadios reproductivos tempranos. (*) Para aplicaciones curativas o con alta presión de enfermedad se recomienda el agregado del coadyuvante Dash HC a 0,3 l/ha.,,,,,,,,,,,,,,,
Orquesta® Ultra,Phakopsora pachyrhizi,Roya asíatica ,Soja,0.8,0,L/ha*,Para Roya asiática y Mancha ojo de rana realizar la aplicación al inicio de floración (R1) de observarse los primeros síntomas de la enfermedad. Caso contrario para estas o el resto de las enfermedades aplicar preventivamente desde R3 (inicio de formación de vainas) hasta R5.4 (50% llenado de granos). Los mayores controles de las enfermedades y los mayores aumentos en los rendimientos se logran aplicando en estadios reproductivos tempranos. (*) Para aplicaciones curativas o con alta presión de enfermedad se recomienda el agregado del coadyuvante Dash HC a 0,3 l/ha.,,,,,,,,,,,,,,,
Orquesta® Ultra,Cercospora sojina,Mancha ojo de rana,Soja,0.8,0,L/ha*,Para Roya asiática y Mancha ojo de rana realizar la aplicación al inicio de floración (R1) de observarse los primeros síntomas de la enfermedad. Caso contrario para estas o el resto de las enfermedades aplicar preventivamente desde R3 (inicio de formación de vainas) hasta R5.4 (50% llenado de granos). Los mayores controles de las enfermedades y los mayores aumentos en los rendimientos se logran aplicando en estadios reproductivos tempranos. (*) Para aplicaciones curativas o con alta presión de enfermedad se recomienda el agregado del coadyuvante Dash HC a 0,3 l/ha.,,,,,,,,,,,,,,,
Orquesta® Ultra,Corynespora cassiicola,Mancha anillada,Soja,0.8,0,L/ha*,Para Roya asiática y Mancha ojo de rana realizar la aplicación al inicio de floración (R1) de observarse los primeros síntomas de la enfermedad. Caso contrario para estas o el resto de las enfermedades aplicar preventivamente desde R3 (inicio de formación de vainas) hasta R5.4 (50% llenado de granos). Los mayores controles de las enfermedades y los mayores aumentos en los rendimientos se logran aplicando en estadios reproductivos tempranos. (*) Para aplicaciones curativas o con alta presión de enfermedad se recomienda el agregado del coadyuvante Dash HC a 0,3 l/ha.,,,,,,,,,,,,,,,
Orquesta® Ultra,Drechslera tritici repentis,Mancha amarilla,Trigo,1.2,NULL,(b),Aplicar a la aparición de los primeros síntomas en hoja bandera menos 1 o preventivamente en ZADOCKS 39 (hoja bandera totalmente desplegada),,,,,,,,,,,,,,,,
Orquesta® Ultra,Puccinia sorghi,Roya del maíz,Maíz,1.2,0,L/ha,Aplicar a la aparición de los primeros síntomas (Monitorear desde 6 - 7 hojas hasta el inicio de la floración).*Recomendaciones también aplicables para el cultivo maíz pisingallo.,,,,,,,,,,,,,,,,
Orquesta® Ultra,Cercospora arachidicola,Viruela temprana,Maní,1.2,0,L/ha,Iniciar las aplicaciones a la aparición de las primeras manchas/ síntomas. Realizar hasta 2(dos) aplicaciones de Orquesta® Ultra en el ciclo del cultivo, con un intervalo de 21 a 28 dìas entre aplicaciones. Bajo  condicionespredisponentes/ alta presión de la enfermedad, se deberían acortar los intervalos entre aplicaciones a 21 días. Serecomienda utilizar dentro de un programa de aplicación de fungicidas. En materiales susceptibles se recomienda utilizar la dosis máxima de Orquesta® Ultra. En aplicaciones con alta presión de enfermedades recomendamos el agregado del coadyuvante Dash® HC a razón de 300 cc/ha.,,,,,,,,,,,,,,
Orquesta® Ultra,Cercosporidium personatum,Viruela tardía,Maní,1.2,0,L/ha,Iniciar las aplicaciones a la aparición de las primeras manchas/ síntomas. Realizar hasta 2(dos) aplicaciones de Orquesta® Ultra en el ciclo del cultivo, con un intervalo de 21 a 28 dìas entre aplicaciones. Bajo  condicionespredisponentes/ alta presión de la enfermedad, se deberían acortar los intervalos entre aplicaciones a 21 días. Serecomienda utilizar dentro de un programa de aplicación de fungicidas. En materiales susceptibles se recomienda utilizar la dosis máxima de Orquesta® Ultra. En aplicaciones con alta presión de enfermedades recomendamos el agregado del coadyuvante Dash® HC a razón de 300 cc/ha.,,,,,,,,,,,,,,
Orquesta® Ultra,Drechslera teres,Mancha en red,Cebada,1.2,0,(a),Aplicar a la aparición de los primeros síntomas en hoja bandera menos 1 o preventivamente en ZADOCKS 37 (hoja bandera apenas visible aún enrollada),,,,,,,,,,,,,,,,
Orquesta® Ultra,Puccinia triticina,Roya de la hoja ,Trigo,1.2,0,(b),Aplicar a la aparición de los primeros síntomas en hoja bandera menos 1 o preventivamente en ZADOCKS 39 (hoja bandera totalmente desplegada),,,,,,,,,,,,,,,,
Orquesta® Ultra,Alternaria helianthi,"Manchas en hojas,  tallos y capítulos ",Girasol,,0.8,0,L/ha,"Aplicar desde R1, estado de ""Estrella"".",,,,,,,,,,,,,,,
Orquesta® Ultra,Puccinia graminis,Roya negra o del tallo,Trigo,1.2,NULL,(b),Aplicar a la aparición de los primeros síntomas en hoja bandera menos 1 o preventivamente en ZADOCKS 39 (hoja bandera totalmente desplegada),,,,,,,,,,,,,,,,
Pirate®,Helicoverpa gelotopoeon,Isoca bolillera,Soja,1000,0,cm³/ha*,*Adicionar coadyuvante (DASH MSO MAX) a razón de 250 cc/ha. Aplicar cuando se alcance el umbral de 1 a 2 larvas (L1-L2) /m lineal de surco. Estadío del cultivo en estadío vegetativos tempranos. ,,,,,,,,,,,,,,,,
Pirate®,Spodoptera frugiperda,Oruga militar tardía ,Maíz,1000,0,cm³/ha*,*Adicionar coadyuvante (DASH MSO MAX) a razón de 250 cc/ha. Aplicar cuando se observe 15% de plantas atacadas, preferentemente a inicio de ataque. Utilizar la dosis mayor con alta infestación de la plaga.,,,,,,,,,,,,,,,
Pirate®,Anticarsia gemmatalis,Oruga de las leguminosas,Soja,800,0,cm³/ha*,*Adicionar coadyuvante (DASH MSO MAX) a razón de 250 cc/ha. Aplicar cuando se observen 10-15 larvas por metro de surco. Larvas con tamaño < 1,5 cm (L2-L3). No realizar más de dos aplicaciones por ciclo de cultivo. ,,,,,,,,,,,,,,,
